url,status,last_page
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2200,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2203,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2204,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2205,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2206,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2207,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2208,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2209,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2210,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2211,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2212,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2213,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2214,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2216,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2217,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2218,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2219,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2220,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2221,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2222,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2223,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2224,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2225,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2226,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2228,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2229,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2230,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2231,failed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2232,failed,1
